Translated,Label
 অনেক ভির ছিলো চার মিনিটে শেষ করে দিলাম অফারটা একটা মিটবক্স ১৫মিনিটে শেষ করলেই আরেকটা মিটবক্স ফ্রি ৪২০গ্রাম ছিলো আমি মেপে নিয়ে ছিলাম আর আসল কথা হলো এই অফারটা সবাই শেষ করতে পারবে কারন তারা যেনে শুনেই এই অফারটা দিয়েছে শুদু মাএ তাদের এই মিট বক্স নামক ফান বক্সটার সাদ সবার মুখে লাগানোর জন্য তারা তাদেই এই ফান বক্স সবাই যেনো খেয়ে আরেকটা করে বাসায় নিয়ে যেতে পারেঐ সুযোগ ও রেখেছে তারা অফার এর নিয়ম জদি কেও তাদের ইস্পেশাল ফান বক্সটা নিয়ে ১৫ মিনিটে খেয়ে শেষ করতে পারে তাহলে পরে আর মাএ ১৫ টাকা দিলেই তাদের ইস্পেশাল ফান বক্স আরেকটা দিবে ফান বক্সে যা যা ছিলো চিকেন চিকেন সসেজ ফ্রেসফ্রাই মাসালা ওয়েজেস মাসরুম চেডার চিজ আর হাণি মাস্ট সস্ সব মিলিয়ে ওজন ৪২০ গ্রাম লোকেশন মিরপুর ১ঈদগাহ মাঠের ঠিক অপজিটে আগে দ্যা বিটকয়ন ক্যাফে ছিলো এখন ফুওকো হয়েছে,0
 অনেকদিন কেউ কোনকিছু ধরতে দেয় নাহ অবশেষে মুরগিই আমাকে সুযোগটা দিল তাও মাত্র ১২২ টাকায় এই ধরার সুযোগটা আমাকে করে দিল পান্থপথে অবস্থিত আদি অষ্টব্যঞ্জন রেস্টুরেন্ট,0
 অনেকদিন ধরে চারপাশে বার্গারের কথা শুনে জীবন অতিষ্ঠ । তাই আজকে অফার দেখে পাগল বার্গার এ গেলাম । বাই ১ গেট ১ ওয়ানের অফার চলছিল । দুপুরে যাওয়ায় কোনো ভিড় ছিল না বার্গার টা ভালোই ছিল । আর তাদের ডেকোরেশন ও ভালো । আমরা ৩ জন গিয়েছিলাম কিন্তু বার্গার খেলাম ৪ টা আর বার্গারে কামড় দিতেই তাদের সসের ফ্লেভার টা মুখে লাগার মতো ছিল । আর মাংস ও বেশি ছিল স্থান পাগল বার্গার দাম 199 টাকা কিনুন 1 পেতে 1 স্বাদ 09 10 পরিষেবা 09 10,0
 অনেকদিন ধরে যেতে চাচ্ছি যাওয়া হয়নি কিন্তু আজকে লোভ সামলাতে পারেনি 300 টাকা সিএনজি ভাড়া দিয়ে চলে গেলাম ধানমন্ডি পিজা পাস্তা ডাইনে কিন্তু হ্যাঁ ভাই টাকা উসোল করে নিয়ে আসলাম সবকিছু মিলিয়ে 800 টাকার পরিমান খেয়ে আসছি টাকা দিয়েছি 399 হ্যাঁ ভাই একদম রিজনেবল প্রাইস ব্যস্ত শহরে এত কম রেটে 30 আইটেম এর বাফেট খুবই কম আছে সেরা বুফে ঈণ শহর স্থান পিজা পাস্তা ডাইন স্বাদ 9 10 হ্যাঁ ভাই খাবার খেতে আবার ভ্যাট দিতে হবে নাকি উত্তর 00 পিজা পাস্তা ডাইন এখন সবকিছু নতুন লুকে নিউ ডেকোরেশনে সজ্জিত প্রতিদিন 30 আইটেমস আনলিমিটেড বুফে মাত্র 399 টাকা পার পারসন আনলিমিটেড চিকেন চিজ স্মোক বার্গার বিফ চিলি চিকেন চাওমিন থাই চিকেন ফ্রাই ফ্রাইড রাইস চিলি চিকেন চিকেন কারি ভেজিটেবলস থাই সুপ হোয়াইট পাস্তা রেড পাস্তা চিকেন অনথন চিকেন রোল চিকেন কারি স্টিম রাইস প্লেন পোলাও মিক্স সালাদ চাইনিজ সালাদ কর্ন সুপ ডাল মাখানি মিনারেল ওয়াটার ডিম কোরমা ফিরনি শাহী টুকরো ফ্রুট কাস্টার্ড রাইস পুডিং আপেল চিলি সস মালটা লাচ্ছা সেমাই সময় প্রতিদিন দুপুর একটা থেকে রাত 11 টা পর্যন্ত চলবে আপনি যখন আসবেন তখন থেকেই বুফে খেতে পারবেন সারাদিন রিফিল করা হবে ভ্যাট সার্ভিস চার্জ ইনক্লুডেড থাই চাইনিস সহ আরো অনেক কিছু নিয়ে ধানমন্ডি 15 বাস স্টান্ড তে 150 ব্যক্তি আসন ক্ষমতা কিডজ 3 বছর বিনামূল্যে 6 বছর 50 200 তক শব্দ সিস্টেম ওয়াইফাই জন্মদিন পার্টি হল কর্পোরেট পার্টি হল বিবাহ পার্টি বিন্যাস বিশ্ব ক্লাস শেফ 100 হালাল খাবার বুফে মানে স্পেশাল কিছু আর স্পেশাল কিছু মানে পিজা পাস্তা ডাইন আনলিমিটেড বুফে দাম 399 টাকা অন্তর্ভুক্ত ভ্যাট পরিষেবা চার্জ 01796747974 পলয কল জন্য রিজার্ভেশন 150 ব্যক্তি ক্ষমতা এ ক সময় কর্পোরেট পার্টি হল জন্মদিন পার্টি হল ঠিকানা বাড়ি 81 সবুজ তাজ কেন্দ্র স্তর 3 শতমসজিদ রাস্তা ধানমন্ডি আলমাস সুপার শপ এর উপরে লিফটের 3 তে,0
 অনেকদিন পরে আপনাদের সামনে অ্যারয় মৌমাছি তাই নিয়ে আসলাম আসা পিছনে প্লাটার ফ্রাইড চিকেন মাসালা চিকেন বিবিকিউ চিকেন আর কতো এবার আপনাদের জন্য দল অরয় মৌমাছি এর পক্ষ থেকে নিয়ে এলাম সম্পূর্ণ বেতিক্রমধর্মী এক নতুন প্লেটার । যা যা থাকছে ভাজা ভাত আনলিমিটেড মুরগী মাঞ্চুরিয়ান 2 পিসি মুরগী মরিচ পেস্ট করুন 2 পিসি মুরগী সাতয় 1 পিসি আনারস সস মাসআলা গ্রেভি জুলিয়েন সালাদ এবার বন্ধু দের কমেন্টে ম্যানশন করে জিতে নিন সারপ্রাইজ । কমেন্ট যে কোনো সময়ে বন্ধ করে দেয়া হবে । বিঃদ্র পার্সেলের ক্ষেত্রে আনলিমিটেড রাইস প্রযোজ্য নয় পাঁচ পেকেট অর্ড়ার করলে ডেলিভারি ফ্রি,0
 অনেকদিন ভার্সিটি বন্ধ থাকার কারণে বান্ধবীদের দেখা মিলে না । ছোটখাটো হাংআউট এর জন্য চলে গেলাম আরবীয় কাবাব ঘর খিলগাঁও এর মধ্যে নতুন এক কাবাব হাউজ এর দেখা বেশ ভালই ছিল তাদের ব্যবহার এবং খাবারের মান । 1 গরুর মাংস চাওয়া কাবাব কোলেসলাও আচার 100 টাকা 2 চিকেন তন্দুরি চলেসলাও আচার 100 তক 3 বিবিকিউ মুরগী চলেসলাও আচার 110 তক 4 মুরগী চ্যাপ কোলেসলাও আচার 90 টাকা খাবার স্বাদ 9 10 আরবীয় কাবাব বাড়ি ওপেনিং উপলক্ষে 10 ডিসকাউন্ট ছিল । এইবার খাওয়া হবে উরাধুরা ফ্রেন্ডস এন্ড ফ্যামিলি পার্সেল ও নেওয়া যাবে । অফার চলবে সীমিত সময়ের জন্য । লোকেশন 549 ব্লক সি তালতলা রোড খিলগাঁও ঢাকা ।,0
 অনেকেই উইকেন্ডে ডে ট্রিপে ঢাকার আশেপাশে যান । এসব স্পটগুলোর মধ্যে সোনারগাঁও এর পানাম নগর অন্যতম । পানাম নগরে খাওয়াদাওয়া নিয়ে অনেকেই ঝামেলায় পড়েন তাদের জন্য এই পোস্ট । গেলো ১৫ নভেম্বর রাতে হঠাত ফ্রেন্ডের ফোন চলো কাল সকালে বাইক ট্যুরে বের হই পানাম নগর যাবো । রাতেই ফাইনাল হলো শুক্রবার সকাল ৯ টায় আমরা বেরিয়ে যাবো ২ বাইকে ৪ জন । ৮ঃ৩০ এ শাহাদাত কাকার চায়ের দোকানে এসে বসে আছি কারো কোন খবর নাই ৯ টার কিছু পরে খয়েরি রঙের হুডি পড়ে একজন এসে উপস্থিত ওর কিছুক্ষন পর মুল উদ্যোক্তা আসলে দেখা গেলো কোইন্সিডেন্টলি আমরা দুইজন একই ডেনিম শার্ট পড়ে আসছি । আমাদের দেখে প্রথম জন বাসায় গেলো চেঞ্জ করে আসতে । আমাদের ৩ জনেরই সেইম ডেনিম শার্ট আছে সব শেষে পৃথিবীর দ্রুততম মানব লেট নাহিদ এসে পৌছে নাস্তা টাস্তা করলো । ও এত জলদি আসবে আমরা কল্পনাও করি নাই যাই হোক ১০টার দিকে রওয়ানা দিলাম দুই বাইকে । কোর্সঃ উত্তরা ৩০০ ফিট কাঞ্চন ব্রিজ ভুলতা গাউছিয়া মদনপুর পানাম নগর । স্পিড লিমিট ৫০ কিমি ঘন্টা বিশেষ প্রয়োজনে নিরাপদ ওভারটেকের জন গতি প্রয়োজন মত বাড়ানো যাবে তবে তা ৮০ কিমি ঘন্টার বেশি না । ৩০০ ফিটে ঢুকে একবার চা পানের বিরতি দিয়ে আবার চলা শুরু হলো । কোবাগায় বাংলার তাজমহলের রাস্তার মুখে আবার চা পানের বিরতি দিয়ে মোটমাট দেড় ঘন্টায় পৌছে গেলাম দ্য হারিয়ে গেছে শহর পানাম নাগর । ১৫ টাকা করে টিকিট নিয়ে ভিতরে ঢুকলাম দুপাশে পরিত্যাক্ত পুরনো ধংশপ্রায় ভবনগুলো রেখে মাঝখান দিয়ে হাঁটতে গিয়ে আমি কোথাও হারিয়ে যাচ্ছিলাম বারবার । ভাবতে ভাবতে হাটতেছিলাম এখানে একসময় কত সম্ভ্রান্তের পদচারনা ছিলো কতই না যত্নে মোছা হতো এখানকার ভবনগুলোর দড়জা জানালা । কত আহ্লাদী শয়নকক্ষে তার স্বামীর অপেক্ষা করতো । সাজানো গোছানো এমন একটি অভিজাত শহর হঠাৎ জনশূন্য হল কেন আমি তার উত্তর খুজে পাচ্ছিলাম না । ইতিহাস থেকে জানা যায় ১৫ শতকে ঈশা খাঁ সোনারগাঁয়ে বাংলার প্রথম রাজধানী স্থাপন করেছিলেন প্রায় ২০ বর্গকিলোমিটার এলাকাজুড়ে গড়ে উঠে এই নগরী । ২০০৬ সালে ওয়ার্ল্ড মনুমেন্ট ফান্ডের তৈরি বিশ্বের ধ্বংসপ্রায় ১০০ টি ঐতিহাসিক স্থাপনার তালিকায় পানাম নগর স্থান পায় । পানাম নগরীর বিভিন্ন স্থাপনার নির্মাণশৈলীতে রয়েছে ভিন্নতার ছাপ । তৎকালীন সম্ভ্রান্ত শ্রেনীর আবাস এই নগরীর প্রতিটি দালানে রয়েছে অপূর্ব কারুকার্য ও আভিজাত্য ছোঁয়া । সরু রাস্তার দুই পাশে রয়েছে প্রায় ৫২ টি ভবন । মূল রাস্তার উত্তর দিকে আছে ৩১ টি এবং দক্ষিণ দিকে ২১ ভবন । এই ভবন গুলো কোনটি এক তলা কোনটি আবার দুই বা তিন তলা বিশিষ্ট । ভবনগুলো অনেক বছরের পুরনো হওয়া সেগুলি এখন ঝুঁকিপূর্ণ তাই নির্দেশনা অমান্য করে কোন ভবনের উপরে উঠবেন না । ঘুরাঘুরি শেষে এক লোকের সাথে কথা হলো সবুজ নামের এখানে ছবি দেয়া আছে । সে ভিতরে খাবার সাপ্লাই দেয় । ৪ জনের জন্য গরুর মাংস ভাত আর ডাল অর্ডার করলাম মাথাপিছু ১৫০ টাকা সাথে চাপকলের পানি ফ্রি । বাইরে পেপার পেরে দিলো ওখানে বসেই খাবার কাজ সম্পাদন করলাম । রান্নাটা প্রায় বাসার রান্নার মতই । খেয়ে খাবারের উচ্ছিষ্ট পেপাড়ে মুড়ে সামনের ক্যান্টিনের ময়লার ঝুড়িতে রেখে বাসার উদ্দেশ্যে রওয়ানা দিলাম সাড়ে তিনটা নাগাদ । পানাম ট্যুরের ভিডিও দেখতেঃ হততপস ইউটিউব বি এসডাব্লুএইচ 9 লম 9 দফজে খেয়াল রাখবেনঃ কোথাও ঘুরতে গিয়ে যেখানে সেখানে আবর্জনা ফেলে সেখানকার পরিবেশ নষ্ট করবেন না ।,0
 অনেকের পছন্দের খাবারের তালিকায় এখন শীর্ষে রয়েছে চাটগাঁইয়া দোয়ানের ওরশের বিরিয়ানি । ঈদের বিরতির পর আমরা আবারো এই ঐতিহ্যবাহী আইটেম টি আপনাদের সামনে নিয়ে হাজির । যথারীতি সীমিত মূল্যে সেরা স্বাদ ও সেরা মানের নিশ্চয়তা তো থাকছেই । প্রি অর্ডার ২২ আগস্ট শনিবার পর্যন্ত । ডেলিভারি ২৪ আগস্ট সোমবার । মূল্য ১৩০ টাকা মাত্র । যোগাযোগ ইনবক্সে সারা চট্টগ্রাম জুড়ে প্রি অর্ডারের হোম ডেলিভারির দেওয়া হবে ।,0
 অফার অফার প্রিয় চট্টগ্রামবাসী চট্টমেট্রো রেস্টুরেন্ট ফিনলে স্কয়ার ব্রাঞ্চ চ্যাটোমেট্রো রেস্তোঁরা ফিনলে বর্গক্ষেত্র শাখা আপনাদের সামনে হাজির হয়েছে লোভনীয় স্বাধের ধামাকা ফুড ম্যানু নিয়ে । সুলতান গরুর মাংস বিরিয়ানি যেখানে থাকছে 1 বিরিয়ানি ভাত 2 গরুর মাংস 3 বিশেষ গরুর মাংস আচারি 4 পাপোর 5 ডিম 6 আলু 7 বিশেষ মিশ্রিত সালাদ অফার দাম 180 ৳ নিয়মিত দাম 210 বি দ্রঃ অফারটি পেতে অবশ্যয় ছবি সহ রিভিউ দিতে হবে অফার শুরু থেকে 16 02 2020 হতে পরবর্তী ঘোষণা না দেওয়া পর্যন্ত সময় দুপুর ১ টা হতে রাত ৯ ৩০ পর্যন্ত পার্সেলের ক্ষেত্রে মূল্য ১৯০ বুকিং এবং বিস্তারিত জানার জন্য কল করুন এই নাম্বারে । মোবাইল 019 9700 5244 018 8092 3276 বিঃদ্র নতুন অফার বা প্লেটার নিয়ে অবগত রাখতে হলে পেইজ এ লাইক দিয়ে সঙ্গে থাকুন ।,0
 অফার অফার অফার অফার দাম 340 নিয়মিত মূল্য 440 ট্যাগ এ অন্তত 3 বন্ধুরা এর উ নদ ইউ ক্যান পেতে এই থালা বিনামূল্যে সঙ্গে কেউ অন্য প্লাটার নাম গ্রীষ্ম থালা আইটেম 1 ভাজা ভাত কাশ্মীরি ভাত 2 ভাজা চিকেন 3 চিকেন ডানা 4 চিকেন ললিপপ 5 মুরগী মাসালা তরকারি 6 সবজি 7 কোলসলা 8 বিশেষ সস 9 সালাদ 10 পানীয় 11 বরফ ক্রিম স্থান দা মানজালা শ্যামলী বর্গক্ষেত্র,0
 অফার অফার অফার অফার সম্মানিত কাস্টমারদের রিকুয়েস্ট এর কারণে সুলতান বিরিয়ানি অফার আগামী ৩০ ১১ ২০১৯ পর্যন্ত থাকবে । যারা এখনো টেস্ট করেনি দেরি না করে চলে আসুন প্রিয় ফুডিস বন্ধুগন প্রতিবারের মতো চট্টমেট্টো রেস্টুরেন্ট ফিনলে বর্গক্ষেত্র শাখায় আপনাদের সামনে হাজির হয়েছে আকর্ষণীয় অফার নিয়ে । আমাদের প্লেটারটি আপনারা উপভোগ করতে পারবেন মাত্র ১৮০ টাকায় নিয়মিত দাম 220 আর দেড়ি কেন আপনার প্রিয় সঙ্গীকে বন্ধুকে সাথে নিয়ে চলে আসুন আর উপভোগ করুন এই লোভনীয় অফারটি৷ নাম সুলতান বিরিয়ানি বিশদ বিরিয়ানি ভাত সরস তান্দুরি মুরগি মেক্সিকান চিকেন চিলি চিকেন ললিপপ 2 পিসি ডিম পেঁয়াজ ভাজা বিশেষ মিশ্রিত সালাদ অফার টাইমিং ১১ নভেম্বর ২০১৯ হতে ৩০ নভেম্বর ২০১৯ পর্যন্ত । দুপুর ১ ৩০ হতে রাত ৯ টা পর্যন্ত বি দ্রঃ অফারটি পেতে অবশ্যয় ছবি সহ রিভিউ দিতে হবে পার্সেলের ক্ষেত্রে দাম ১৯৫ বুকিং এবং বিস্তারিত জানার জন্য কল করুন এই নাম্বারে । মোবাইল 019 9700 5244 018 8092 3276 বিঃদ্র নতুন অফার বা প্লেটার নিয়ে অবগত রাখতে হলে পেইজ এ লাইক দিয়ে সঙ্গে থাকুন,0
 অফার অফার অফার অবধি 21 ফেব্রুয়ারী 2020 থালা 1 1 হরিয়ালি কাবাব 2 রেশমি কাবাব 3 টিক্কা কাবাব 4 কাসমিরি নান 5 রসুন নান 6 নরম পানীয় শুধুমাত্র 399 টাকা প্লাটার 2 1 খাবসা সঙ্গে অর্ধেক আকার মুরগী জন্য দুই ব্যক্তি 2 বোরহানি জন্য 2 ব্যক্তিরা শুধুমাত্র 299 টাকা রেস্টোরা বাসমতি চ ব্লক স্টিট খাবার লেন মিরপুর 1,0
 অফার অফার অফার আইটেমঃ কেএফসি চিকেন ভাজা প্লেসঃ কেএফসি খুলনা শাখা সম্পূর্ণ রিভিউ টি এইচডি পেয়ে যাবেন আমার ইউটিউব চ্যানেল চিনময় ভলগস,0
 অফার অফার অফার আজকে অনেক দিন পর পনির গল্প মিরপুর তে বিবিকিউ সিকেন পিজা 6 99 টাকা পাইলাম চলো মামা খাইয়া দি নিয়মিত মূল্য 149 তক পরীক্ষা 9 10 এ পনির গল্প মিরপুর,0
