Review,Label
"রিভিউ ( নং ০৫)
শহরের খুবই পরিচিত এবং সাশ্রয়ী রেস্টুরেন্ট ক্যাফে ডেলাইট ( cafe delight)  
স্থানঃ- সিটি প্লাজার ২য় তলায় 
এই রেস্টুরেন্টের কম বেশি সব খাবারের মান অনেক ভালো, আর সাথে দামটা ও অনেক কম 
চিকেন পাস্তা খেয়েছিলাম কাল দাম ১০০ 
টেস্ট বরাবরই ১০/১০",0
"রিভিউ: 
রাব্বানী হোটেল এন্ড রেস্টুরেন্ট
রাব্বানীর কাচ্চি !! আহ !!রব্বানীর কাচ্চি যে মিরপুরের রিয়েল কাচ্চি , যারা খেয়েছেন তারাই ভালো জানেন.😋😋😋...দামটা বেড়ে গেলেও সেই ৭ বছর ধরে কাচ্চির মানটা  কিন্তু এখনো তারা ধরে রেখেছেন।🤗🤗
প্রথমে তাদের কাচ্চি প্রাইস ছিল ১৪০/-, দেন দাম বেড়ে হলো ১৬০/-, এখন ১৭০/-(হাফ)
কিন্তু কোয়ালিটি কোয়ান্টিটি কিন্তু আগের মতোই আছে....একটা ফুল ডিম, দুই পিছ মাংস, একটা আলু থাকবে, সাথে ফ্রেশ সালাদ। 
তাদের মতে অনেকে আলু চায় না। তাই আপনি কি চান না চান {খাবার আগে, পার্সেলের আগে} তাদেরকে জানাবেন। 
কাচ্চিতে  তারা ব্যবহার করেন চিনিগুঁড়া চাল। কাচ্চির চাল রান্না একদম পারফেক্ট...বেশি নরমও না, বেশি শক্তও না। মসলার মেল-বন্ধনে সুন্দর একটা কাচ্চি কাচ্চি স্মেল আসছে। 
মাংসটাও ভালো। টেনে টেনে ছিড়তে হয় না। কাচ্চি মুখে দিয়ে ভালো একটা টেস্ট পাবেন। কোনো পোড়া গন্ধ , তিক্ততা এই কাচ্চি তে নেই। 
আজকে আমার কাছে তো বিয়ে বাড়ির কাচ্চি লাগছিলো।😅😅😅
প্রতিদিন তারা ৯-১০ কেজি কাচ্চি সেল করেন (খাওয়া+পার্সেল)
কম পরিমানে রান্না করায় রাব্বানীর কাচ্চি আপনি পাবেন দুপুর ১২ টা থেকে ৪ টা অবধি...ভিড় বেশি হলে সময় কমে ১২ টা থেকে ৩ টা। 
যথেষ্ট ওয়েটার থাকায় তাদের অর্ডার প্লেস করতে যেমন দেরি হয় না তেমনি ব্যবহার ও ভালো। শপের ভিতর ভালোই পরিষ্কার-পরিচ্ছন্ন। ভিতরে এসি আছে। 🐸🐸🐸
লোকেশন: প্লট নং-০৯, মেইন রোড নং-০৩, ব্লক-এ , সেকশন-১১, পল্লবী ,ঢাকা। 
মোবাইল: ০১৮৭৬৬০৩২৬৪",0
"রুপনগরের  Hungry Eyes এ সকল ফুড এর উপর  ২০% অফার দিয়েছে, অফারটি চলবে ৩১ জানুয়ারি পর্যন্ত। Hungry Eyes 
For Details  Go To This Link: https://youtu.be/nWLaB3Ye2Yg
Page: Vagabond Rifat 
আমি অডার করেছি
Burger Spicy:9.5/10
Chicken Vegetable Noodles:9/10
Thai Soup:9/10
Cold Coffee:7/10
Environment  :10/10
Hospitality :10/10
Stay With Vagabond Rifat & Do subscribe & Hit The Like Button & Follow My Fb Page",0
"রুফটপ রেস্টুরেন্ট মানেই আলাদা একটি আকর্ষণ আর সেটা যদি হয় মনোরম পরিবেশ এবং আধুনিকতার এক নতুন মাত্রা তাহলে তো কথাই নেই... 😯😯
অনেক কবি সাহিত্যিক কথা বলা হয়ে গেলো... 🙄🙄এখন আসি মূল কথাই.... 😁😁 হ্যাঁ , এমন একটি নতুন রুফটপ রেস্টুরেন্ট এর যাত্রা শুরু হচ্ছে কাল বিকাল ৩ টায় ... ❤️😍😋
Rainy Roof  Restaurant & Café
(কাওরান বাজার, BTMC ভবনের ১১ তলার ছাদে।) 
প্রাইস রেঞ্জ মাঝামাঝি
১৪ তারিখ থেকে ২১ তারিখ পর্জন্ত সকল খাবারে ৩০% ছাড়।😲😲😲
তাই দেরি না করে চলে আসুন.... ❤️ ❤️ 
সবার দোয়া এবং শুভকামনা আশা করছি.... ❤️ ❤️",0
"
Restaurant Name: Golden Chick
Location: Malibag Bazar
BOGO offer until 30 November, 2020
Quantity: 10/10
Taste: 9/10
Item & Price:
1. 1+1 Hyderabadi Chicken Biriyani with Egg, Nuts & Salad = 300 taka
2. 1+1 Pasta Basta with Cheesy Sauce = 350 taka
3. 1+1 Set Menu (Fried Rice + Chinese Vegetable + 1 pc Chicken Fry) = 150 taka
4. 1+1 Crisply Chicken Burger with French Fries",0
"Restaurant Name ☞ Smarticus 
Mirpur original 10, Benaroshipolli, Road-5 
Item ➤ Hash er Mangsho (হাঁসের মাংস)🤤
Taste ➤ 10/10 👌
Chef এর হাতে জাদু আছে... 😍",0
"#রেড_ভেলভেট_কেক #ভ্যালেন্টাইন_থিম_কেক♥#চকলেট_কেক
#ভ্যানিলা_কেক #মেহেদী_নাইট_কেক
#ওয়েডিং_কেক #মর্নিং_ব্রেকফাস্ট_কেক
#কাপকেক #কাপকেক_মেকআপ_থিম_কেক
(চকবাজার - নিউ মার্কেট ডেলিভারি চার্জ ৮০ টাকা) 
এর বাইরে ডেলিভারি চার্জ ১০০ টাকা।
🎂 বাইরের লোকাল বাজারের কেকে বেশি পরিমাণ সস্থা অপুষ্টিকর কেমিক্যাল ব্যবহার করা হয়, যার কারণে কেককে সুন্দর দেখায়,দেখতে তুলতুলে এবং অনেক দিন বাজারে এই কেকর দোকানে থেকে যায় ,শ্যাওলা আসেনা কেকে এই ক্ষতিকর কেমিক্যাল ব্যবহার এর কারণে। যেটা আমাদের সাস্থ্যের জন্য সবচেয়ে ক্ষতিকর। ময়দার সাথে সস্থা দামের ডালডা ব্যবহার করে হয়ে থাকে।  
🎂 আজকাল শুধু জন্মদিনেই কেক কাটা হয় না, বরং যেকোনো অনুষ্ঠানের কারণে, এমনকি অকারণেও কেক খাওয়া হয়ে থাকে। 
কেক অনেক মানুষের কাছে প্রিয় একটি মিষ্টান্ন।
স্বাস্থ্য সম্মত উপাদান ব্যবহার করে ঘরোয়া পরিচ্ছন্ন পরিবেশে তৈরি বিভিন্ন ডিজাইনের কেক নিয়ে আপনার বিশেষ দিন গুলোতে আপনার পাশে থাকার  -Cake & Food Chittagong 
For order customer care: +8801830558478
(imo+whatsapp)
A customized online cake shop inside Chittagong city.",0
"Rem""Remember Nazia's Food Van -FV ?? যাদের ইউনিক সেমাই নাড়ু আমার ফুল ফ্যামিলির অনেক ভাল লেগেছিল।
আন্টি জানতে পেরে আমাকে যাওয়ার আগে আবার পছন্দের নাড়ু টা পাঠিয়েছেন। সাথে আচার ও। নাড়ু তো আসার সাথেই অর্ধেক শেষ। একদম সব খাওয়ার সখ পূর্ণ করে যাচ্ছি ❤️ সব মায়ের ভালবাসা এভাবেই থাকুক আমার সাথে সব সময় ❤️
Btw যারা এই সেমাই নাড়ু খান নাই একবার মাস্ট টেস্ট করে দেখবেন নাহলে মিস কিন্তু""ember Nazia's Food Van -FV ?? যাদের ইউনিক সেমাই নাড়ু আমার ফুল ফ্যামিলির অনেক ভাল লেগেছিল।",0
"📢 রেস্টুরেন্ট বিক্রয়ের পোস্ট 😒 
রেস্টুরেন্টের নাম ""মোগল মহল ইন্ডিয়ান স্পাইসি""। 
স্থান: যমুনা ফিউচার পার্ক শপিং মল। 
বিগত 2013 সাল থেকে রেস্টুরেন্টি আমি চালিয়ে আসছিলাম। 
রেস্টুরেন্টি আমার খুব শখের একটি রেস্টুরেন্ট। 😒 
কিন্তু আমি দেশের বাহিরে একেবারের জন্য চলে যাচ্ছি তাই রেস্টুরেন্টি বিক্রি করে দিতে চাই। 
যদি কোন আগ্রহী ক্রেতা রেস্টুরেন্টি ক্রয় করতে চান, তাহলে আমাকে সরাসরি ফোন করতে পারেন। 
০১৮১৪৩০৬০৫০ 
এবং যারা নিতে আগ্রহী না অনুগ্রহ করে তারা কোন রকম খারাপ মন্তব্য করবেন না ধন্যবাদ।",0
"রেস্টুরেন্ট বিজনেস নাকি মেয়েরা করতে পারে না,অনেক কষ্ট,অনেক দৌড়াদৌড়ি,মানুষ হ্যান্ডেল করতে হয়। আর আমাদের মত দেশে এটা এখনো চালু কিছু না।সবাই অনেক ভয় দেখানোর পর ও চাকরির পিছে না ছুটে সাহস করে রেস্টুরেন্ট এর কাজ শুরু করতে চাইলাম। থিমেটিক রেস্টুরেন্ট খিলগাঁও এ তেমন চোখে পড়েনি। ফ্রেন্ডদের সাথে রেস্টুরেন্ট বিজনেস এর কথা তোলায় এই থিম মাথায় আসে ,নেটফ্লিক্স আমি প্রচুর দেখি। আর এমন কিছু নিয়ে কাজ করতে ও ভাল লাগল।😊 নিজেদের মনের মত করে সাজাতে চেয়েছি। যেন খাবার আসার ফাঁকে মানুষ ছবি ও তুলতে পারে,আর কথা বলার টপিক ও খুঁজে পায়।আমরা নেটফ্লিক্স এর সিরিজ ও ছাড়ি কিন্তু!☺️
নিজেদের খাবার আমরা ভালোই বলব। কেউ নিজেদের খারাপ বলে না। তাও চেষ্টা করছি দিন দিন ইম্প্রুভ করার। কেউ সাজেশন দিলে তাও আমরা সাদরে গ্রহণ করব। 😊
অনেক বড় কোন প্লেস না,16 জন বসার মত একটা রেস্টুরেন্ট। যতটুকু আমরা পেরেছি আমাদের জমানো সঞ্চয় নিয়ে নেমেছি। আশেপাশের অনেক লোক মেয়ে ওনার পেয়ে মজা নিয়ে যাচ্ছে,কিন্তু আমরা সাহস করে লেগে আছি। বাকি টুকু আপনাদের উপর।
খাবার আপনাদের ভালো লাগবে আশা করি। আর কোন সাজেশন থাকলে অবশ্যই দিবেন। কিছুই না জানা আমরা যে কাজে নেমেছি,তা থেকে পিছিয়ে আসতে চাই না। ইন শা আল্লাহ।
নেটফ্লিক ক্যাফেতে এখন কিছু অফার ও চলছে।আর আমরা সাধারণ মানুষ যেমন খেতে গেলে মজার কিছু পেলে বাকিদের জানাই,সেভাবেই  রিভিউ দিতে চাই।আমি শুধু রেস্টুরেন্ট নিয়ে একটু পরিচয় দিলাম। ভালো না লাগলে বাজে মন্তব্য করা থেকে দূরে থাকবেন,পরিচয় করিয়ে দিতে এই লম্বা পোস্ট।
Sense 8/Cashewnut salad: স্পাইসি লাভারদের জন্য পারফেক্ট,ব্রেডক্রাম দিয়ে শুধু ভেজে সালাদ না। চিকেন পাবেন অনেক।
 8/10
Smoke platter: এই প্ল্যাটার আমার নিজেরই অনেক ভাল লাগে। 
8/10
#ahambramasmi burger ,সসেজ আর চিকেন। সাথে আমাদের তৈরি সস।
7/10 
Oreo shake 8/10
সবার মুখের স্বাধ এক না।আমি আমার মত রেটিং দিলাম।খাবার এর নাম গুলো ইন্টারেস্টিং করার চেষ্টা করেছি।। 😅",0
"""☆রেস্টুরেন্টের নামঃ-রোভারস ক্যাফ(@Rover's_Cafe)
☆লোকেশনঃ-খুলনা,খালিশপুর
☆পণ্যের নামঃ-চিকেন চিজ বার্গার & মালবোরো স্মুথি
☆মূল্য -বার্গার-১৫০,মালবোরো স্মুথি-১২০==টোটাল-২৭০
☆ডিসকাউন্টের পর মূল্য ঃ-১৭০(ইয়ুম১০০)
☆পণ্যের রেটিংঃ-১০০০/১০০০😍😍😍বেস্ট বার্গার ফরএভার 
☆রাইডার রেটিংঃ-১০
☆ডেলিভারি সময় :-৩০ মিনিট
Order delivery by #Food_Panda""",0
রেস্তোরাঁ :the white canary cafeস্থান:গুলশান ২আইটেম:harley quinnবর্ণনা: suicide squad দেখে প্রথম harley quinn এর প্রেমে পরেছিলাম। এখানে এসে সে প্রেম আরো পাকাপোক্ত হলো। দুইটা রেড ভেলভেট ফ্রেঞ্চটোস্ট আর সাথে ক্রিম চিজ এবং উপরে লিকুইড চক্লেট ছড়ানো। আপনি শুধু চোখ বন্ধ করে খাবেন। অন্যকিছুই ভাবার সময় পাবেন না এই জিনিস খাবার সময়।দাম:৪৮০++ টাকারেটিং :৯/১০আইটেম: blueberry buttermilk pancakesবর্ণনা: ব্লুবেরি বরাবর আমার পছন্দের জিনিস। যেখানেই দেখি অর্ডার করি। এইটা এদের signature আইটেম। আরেকটা মাস্টারপিস। দুইটা প্যানকেক সাথে ব্লুবেরি জ্যাম আর ক্রিম চিজ ফিলিং। এইটা আমার সবচেয়ে পছন্দের। জান্নাতি খাবার!! দাম:৪২৫++ টাকারেটিং :৯.২৫/১০,0
