Review,Label
"খিলগাঁও এলাকায় গরুর মগজ( brain fry) জিনিসটা খুব মিসিং ছিল।তালতলার পেটুক বলেন আর খাদক বলেন কোনো জায়গার মগজই সুবিধার না।বাট অবশেষে হ্যা হ্যা অবশেষে বেস্ট মগজ ফ্রাই পাওয়া যায় এখন বাসাবোতে।  জিভে জল কাবাব মে হাড্ডিএই জায়গার কোনো খাবারের মাঝে টেস্টের কমতি পাওয়াটা দুস্কর। যাই হোক এখন আসল রিভিউতে আসা যাকplace: জিভে জল কাবার মে হাড্ডি Item: কবুতর ফ্রাই, মগজ, মুরগীর চাপtaste: ওদের প্রতিটা আইটেমই সেই মাম্মা সেই :-D।  তবে কবুতরটা ড্রাই লেগেছে।Price: মুরগীর চাপ ৮৫ টাকা          কবুতর ১৩০ টাকা(মেইবি)          মগজ১২০ টাকা(মেইবি)          লুচি ৫টাকা করেবিদ্র: সবার টেস্ট বাড সেইমনা  তবুও বলবো নিরাশ হওয়ার মত খাবার না তাদের",1
খিলগাঁও এলাকায় ভাল মানের পাস্তা খুঁজছেন? আমি আপনাদের জন্য পাস্তার বেস্ট প্লেস সাজেস্ট করবো ব্যাসিলিকো। দাম অনুযায়ী যথেষ্ট ভাল পরিমাণ এবং স্বাদে অতুলনীয়। চিকেনের পরিমাণ এবং চিজ অনেক বেশী। পাস্তা লাভাররা একবার ট্রাই করে দেখতে পারেন। বিফলে যাবেন না।   আইটেম: ঝাল পাস্তা বাস্তা। দাম: ২৮৫ টাকা। (ভ্যাট সহ ৩২২ টাকা। কিন্তু রেগুলার কাস্টমার বলে ১৫% ছাড় দিয়েছে তারা) স্বাদ: নিস্বন্দেহে ১০/১০ পরিমাণ: ১০/১০ সার্ভিস: ৮/১০ পরিবেশ: ৮/১০ লোকেশন: খিলগাঁও। — at Basilico,1
"খিলগাঁও কমিক ক্যাফে.....অলরেডি এই রেস্টুরেন্ট নিয়ে ভুড়ি ভুড়ি প্রশংসার ফুলঝুড়ি ঝরে ঝরে পড়সে...তাও রিভিউ  আমি সাধারণত পিজ্জা আর পাস্তা খেতেই যাই কমিক ক্যাফে....আজকেও খেলাম পাস্তা টিনটিন আর পিজ্জা সাবু.... পাস্তা টিনটিন(ছোট)-২২০/=  এক কথায় অসাধারণ....আজকে মনে হয় একটু বেশিই ভালো হইসে  পিজ্জা সাবু (৬ ইঞ্চি)- ২৫৫/= এ ব্যাপারে বিস্তারিত বলা দরকার....পিজ্জার লাস্ট পিস টা যখন খেতে নিলাম তখন দেখি ছোট একটা চুল...  ভাইয়াকে ডেকে দেখালাম... উনি বললেন মাঝে মাঝে চিজে চুল থাকে তাই এমন হতে পারে...উনি আন্তরিক ভাবে দুঃখিত...এবং কোনোরকম হেজিটেশন ছাড়া সাথে সাথে আরেকটা পিজ্জা রেডি করে চেঞ্জ করে দিলেন....  so nice of him  alwayz loved their behavior, atmosphere and service....  ওহ হ্যাঁ...আজকের ওয়েলকাম ড্রিংক টাও ভালো ছিল...   ছবির কোয়ালিটির জন্য দুঃখিত  রিয়েল খাদকরা ভালো ছবি তুলতে পারে না...তাররা খাইতে পারে",1
"খিলগাঁও খিলগাঁও খিলগাঁও Pizzatown Khilgaon এ বেশ কয়েকবার যাওয়া হয়েছে,বেশ কিছু আইটেম ট্রাই করেছি তাদের , তাদের চার রকম আইটেম দিয়ে এক্টা পিজ্জা আছে সেটা লাস্টবার খেয়েছি ভালই ছিল,কালাভূনা,প্রণ,চিকেন মাশরু,সসেজ পিজ্জা 4ফ্লেভার একটার ভিতর আমার কাছে ভাল্লাগসে বেশি কালাভূনা এরপরে প্রণ আর তারা সাথে 4রকমের সস দেয় সাথে আর তাদের মেয়োনেজ দিয়ে খেতে বেশ ভাল লাগে,আর তাদের হট কফি চাইলে ট্রাই করতে পারেন.আমার ভাল লাগে 71 টাকা অনুযায়ী খারাপ না#লোকেশন:তালতলা মার্কেট এর পাশে মিনিসো এর বিল্ডিং এর উপরে#ইন্সটাগ্রাম:http://www.instagram.com/__the_foodie_guy__/#ইউটিউব:https://www.youtube.com/channel/UCkGg8MmCCR_yWi3NC56JeUQ — at Pizza Town Khilgaon",1
"খিলগাঁও গিয়ে তাদের বার্গারের প্রেমে পড়ে গেলাম নাগাদ উইংস খেয়ে ঠান্ডা হয়ে গেলাম এখানের খাবারগুলো বরাবরের মতই ভালো লেগেছে গিয়েছিলাম একটা কাজে খিলগাঁওয়ে সেখানে গিয়েই তাদের এই খাবার গুলো খেয়ে নিলাম টেস্টের দিক দিয়ে তারা এককথায় বেস্ট বলা যায়!! খিলগাও এর প্রথমবারের মত TOUR DE CYCLIST এই বার্গার নিয়ে এসেছে। মেয়ো তে মুখ চুবিয়ে যেতে পারে, তাই শার্ট সাবধান।#লোকেশন : তালতলা মার্কেট এর পাশেই।___________#Behaviour Awesome. Must Try place for newbie Khilgoan........",1
খিলগাঁও গিয়ে বিপদে পড়েছিলাম কাছে ছিল না টাকা এক বড় ভাইকে বললাম TDCTDC - Tour De CyclistTour De Cyclistবাকিটা ইতিহাস তাদের সব খাবারগুলো অনেক মজার যেটা খাবেন সেইটাই মজা পাবেন। বার্গার নিয়ে কোন সন্দেহ নেই তারাই বেস্ট!মিরপুর থেকে এখন চলে এসেছে খিলগাঁও এ খিলগাঁও কাঁপাতে!! খিলগাঁও গেলে পেয়ে যাবেন,1
খিলগাঁও গেলেই আমার Fajitas.bd  এর কথা মনে পরে। কেননা Fajitas BD  এখন খিলগাঁও এ তাই আর বেশি দেরি না করে বন্ধুরা মিলে চলে গেলাম Fajitas Khilgaon  এ যা যা নিলামঃ----------1. Nachos-- 179tk2.Turkish -- 239tk3.crispy chicken wings-- 159tk 4.Naga chicken wings -- 159tk5.potato wedges -- 89tk  Nachos: এটি খেতে বেশ ভাল লাগছিল। কেননা এতে চিকেন আর মাশরুম এর পরিমান বেশ বেশি ছিল।রেটিংঃ8/10 Turkish: তুরকিস টি তে চিজ মাশরুম এর পরিমান বেশ ছিল।  সাথে চিকেন এর পরিমান ও বেশ বেশি ছিল। তাই খেতে বেশ ভাল লাগছিলরেটিংঃ9/10crispy chicken wings: এটি খেতে বেশ ভাল লাগছিল। আর মচমচে থাকার কারনে আরও বেশি ভাল লাগছিলরেটিংঃ8.5/10 Naga chicken wings: এটি খেতে আমার সব থেকে ভাল লেগেছে। কেননা এটি অনেক ঝাল ছিল। আর আমি ঝাল পছন্দ করি। রেটিংঃ9/10potato wedges: এটিও মোটামুটি ভাল ছিল। অনেক মচমচে ছিল। মায়োনিজ দিয়ে খেতে ভাল এ লাগছিলরেটিংঃ7/10তাই দেরি না করে আপনারাও Fajitas Khilgaon থেকে ঘুরে আসতে পারেন।। আর যারা আমার মত ঝাল পছন্দ করেন তারা অবশ্যই naga wings টি ট্রাই করতে পারেন আর কে কে জেতে চান কমেন্ট করে জানাবেনধন্যবাদ — at Fajitas Khilgaon,1
খিলগাঁও grind house এ বিকাল ৫টা ৪০ এ যেয়ে দেখি closed ঝুলায় রাখসে। ভেতরে ঢুকে  দেখলাম একটুও জায়গা নাই। জিজ্ঞেস করলাম ভাইয়া আপনারা কি closed? হ্যাঁ না কিছুই ঠিক মতো না বলে অনেকক্ষণ পর বলে ভাইয়া এই খানে দাঁড়াবেন না। আমরা closed। এতো বাজে বিহেভ আর  কোথাও দেখি নাই। তারপর ওটারই নিচতালার Showarma king এ গেলাম উপায় না দেখে। একটু লেট করে দিলেও  hydrabadi dum biriani  টা  মারাত্মক ছিল। পেট ভরে খাওয়ার মতো। তিনটা ভ্যাট সহ ৭৭০ টাঁকা বিল আসলো। সবচেয়ে অবাক লাগসে ড্রিঙ্কস মাত্র ২০ টাকা!  পুরাই পয়সা উসুল যাকে বলে। সব শেষে আমাদের তিন জনকে মেম্বারশিপ কার্ডও অফার করে  মনে হল Grind house এ না যাওয়াতেই ভাল হইসে  Shawarma king : Hydrabadi Dum biriani @8.5/10,1
খিলগাঁও চলছিল তাদের #অফার।  পাস্তা + ড্রিংক্স = মাত্র ৩৪৯/- #পেট_ভরবে_আর_পকেটে_সইবে  টাইপ অফার বলা যায়। ছোট্ট করে যদি বলি তাহলে বলা লাগবে -- চিজ এর পরিমান সন্তোষজনক ছিল  - মাংসের পরিমান ছিল অনেক বেশী  খাবারের স্বাদ ভালোই লেগেছে। সার্ভ করতে সময় নিয়েছে ১৫মিনিট দোকানের ভিতরের পরিবেশ সুন্দর। আছে আলাদা #Couple_Zone & #পার্টি_জোন।  ৭০-৮০জন বসা যাবে।,1
"#খিলগাঁও জায়গাটার নাম শুনলেই চোখের সামনে ভেসে উঠে বিভিন্ন রেস্টুরেন্টের নাম। এক কথায় বলা যায় খিলগাঁও আর রেস্টুরেন্ট একই সূত্রে গাঁথা। আর খিলগাঁওয়ে অবস্থিত কয়েকটি #রুফ_টপ রেস্টুরেন্টের মধ্যে অন্যতম Blue Sky Lounge!!!!ইনডোর এবং আউটডোরের এক সুনিপুন কম্বিনেশন সেখানে।_________________বাহিরে গরম থাকায় ভিতরে গিয়ে বসলাম। একটু পরে ওয়েটার মেন্যু নিয়ে আসলো। মেন্যুতে চোখ বুলাতে বুলাতে চোখ পড়ল সেট মেন্যুর দিকে।  #Set_B রেড বিফ চিলি আর থাই ফ্রাইড চিকেনের  অসাধারণ কম্বিনেশন যার টেস্টটা ছিল এক কথায় ""mouth full of water""....... অনেকে মনে করতে পারেন আমি একটু বাড়িয়েই বলছি! তবে খিলগাঁওয়ের মধ্যে তাদের রেড বিফ চিলিটা আসলেই জোশ এইটা আমি নির্দ্বিধায় বলতে পারবো। #টেস্টঃ #দামঃ  289 tk________________________________________ও এর সাথে আবার #pasta_basta নিয়েছিলাম। পাস্তায় চিকেনে পরিপূর্ণ ছিল। তবে পাস্তাটা ড্রাই ছিল যার ফলে স্বাদে কিছুটা ভিন্নতা পাই। পাস্তা নিয়ে আলাদা কিছু বলার নেই। কারন একেক জায়গার পাস্তা একেকজন prefer করে। এক কথায় আমার কাছে পাস্তাটা এভারেজের থেকে কিছুটা উপরেই ছিল। #টেস্টঃ ৮/১০#দামঃ 288 tk____________________________রেস্টুরেন্টে বিকাল আর সন্ধ্যার মাঝে মাঝে গেলে সুন্দর একটা  সূর্যাস্হ উপভোগ করতে পারবেন।রেস্টুরেন্টের আউটডোরে রয়েছে সেলফি প্রেমিদের জন্য ছবি তোলার স্থান। রয়েছে একটি বড় দোলনা,যা পুরো সময়টা সেল্ফি প্রেমি আপুদের দখলেই থাকেএকদিকে যেমন আউটডোর থেকে একদম সুন্দর ভাবে সূর্য ডুবে যাওয়ার দৃশ্য উপভোগ করতে পারবেন  অন্যদিকে ইনডোরে এয়ারকুলারের ঠান্ডা হাওয়ায় আপনার নিজের অথবা প্রিয় বন্ধুর  জন্মদিন পালন করতে পারবেন!!!______________________সবশেষে-আমার লেখাটা ফুরালো খেয়ে মনটা জুড়ালো!!!ধন্যবাদ সবাইকে — at Blue Sky Lounge",1
"খিলগাঁও টা কেমন জানি বদলায় গেসে... মাঝে মাঝে বলতে মন চায় বাই-বইনেরা তুমরা বেইলিরোড যাও, আমাগো খিলগাঁও টারে আগের মত কইরা দাও।  আজকে আবারও গেসিলাম। নতুন কয়েকটা স্ট্রিট ফুড এর দোকান দেখলাম। তার মধ্যে একটায় গেলাম। Man Vs Food - Street Food .... দোকানের মালিক আমাদের বয়সী কিছু ছেলে। পরিবেশ ... ৮/১০টেস্ট ... ৯/১০ দাম ... ৮/১০ মিক্সড চাউমিন ... ৮০/-balanco .... ৫০/-",1
খিলগাঁও তালতলা দিয়ে যাওয়ার পথে চোখে পড়লো নতুন রেস্টুরেন্ট rock'বাজ এর সাইনবোর্ড। ভিতরে ঢুকে মেন্যু দেখে সাবওয়ে অর্ডার করলাম। এক কথায় অসাধারণ। সার্ভিস যদিও একটু স্লো ছিলো। তবে খাবারের স্বাদ খুবই ভালো।test      9/10service 7/10behaviour 9.5/10price     120tk — eating sub sandwiches at Rock'বাজ.,1
"খিলগাঁও তালতলার নামকরা দুই রেস্টুরেন্ট এর পাস্তা রিভিউ #প্লেস: ক্যাফে অ্যাপেলিয়ানো আইটেম: পাস্তা অ্যাপিলিয়ানো(Pasta Appeliano)Quantity : 11/10Taste: 9/10price: 345+ 15% vatplace: 8/10 Service: 8/10#প্লেস২: ক্যাফে থিয়েটার আইটেম: পাস্তা বাস্তা(Pasta Basta)Quantity :7/10Taste: 0/10Price: 285+ 15% vat (Buy 1 get one offer,so you can get one pasta free in this price)Place: 5/10Environment : 1/10 (very crowdy) Service : -10/10 (অনেক লেট করে,ডাকলেও শুনে না )Moral of the story: জিনিস যেটা ভালো,দাম তার একটু বেশি",1
"খিলগাঁও তালতলার বিভিন্ন প্লেস এর মধ্যে আমার সবচেয়ে ভালো লাগে কমিক ক্যাফের খাবার। ওদের ফুড সবসময় ওয়েল কুকড হয়। আর টেস্ট অনেক ভালো।  ওদের ধানমন্ডিরর ব্রাঞ্চ এর সম্পর্কে অনেক নেগেটিভ রিভিউ পেলেও খিলগাঁও থেকে কোন নেগেটিভ রিভিউ আজ পর্যন্ত পাইনি।  great food, great taste.Comic Cafeset menu 59.  320/= (hueva rice, chicken cuurry, fried chicken, veg, coleslaw, drinks) balti chicken curry dilse 255/=,  butter naan 60/= (15% vat) happy eating  (they also provided 7% discount on the total bill when i viisited)",1
"খিলগাঁও তালতলায় অবস্থিত আপন কফি হাউজের রাস্তার উল্টা দিকে গলির ভেতর কিছু ফুড কার্ট দেখা যায়। এখানে একজন মুড়ি বিক্রেতাও বসেন। তার ফুড কার্টের নাম, "" পাতা মুড়ি মসল্লা ""। এখানে গরু, মুরগি, খাসি, হাঁস এবং কবুতরের বিভিন্ন আইটেম দিয়ে মাখানো মুড়ি পাওয়া যায়। মুরগির গোস্ত মসল্লা দিয়ে মাখানো মুড়ির ছবিটা দিলাম। এছাড়া আমি গরুর রেজালা মসল্লা দিয়ে মাখানো মুড়িও খেয়ে দেখেছি। পরিবেশনা চমৎকার। স্বাদ অসাধারণ। আর বিক্রেতা আনিসুর রহমান ভাইয়ের ব্যবহারও বেশ আন্তরিক। সব মিলিয়ে চেখে দেখার মতো খাবার।  পুনশ্চঃ চাইলে ঘরে বসেই পেতে পারেন পাতা মুড়ি মসল্লার স্বাদ। তার জন্য আপনাকে একটা বাটির মধ্যে মুড়ি নিয়ে তাতে পেঁয়াজ, মরিচ, ধনেপাতা এবং বাড়িতে রান্না করা মাংসের সুস্বাদু কোন আইটেম একসাথে মিশিয়ে ভালভাবে মাখাতে হবে। ব্যস! এইতো! তবে রাস্তার পাশে দাঁড়িয়ে জিভে জল আনা সুস্বাদু মুড়ি মাখানো খেতে মন্দ লাগে না।",1
"খিলগাঁও তে এরকম ইউনিক কফি, মাত্র ৬০ টাকায় হট চকলেটPlace : Captain's cafeTaste: ভিন্ন এবং ১০/১০ Environment : ছোট, সুন্দরকরে গুছানো — at Captain's Cafe",1
"খিলগাঁও তে খুব সুন্দর এই রেস্টুরেন্টটি হয়েছে বেশি দিন হয়নি। ফুড প্রাইস একদম রিজনেবল। ফ্যামিলি অথবা ফ্রেন্ডদের সাথে আড্ডা দেয়ার জন্য একদম পারফেক্ট একটা জায়গা। ভেতরটা এত সুন্দর যে দেখার সাথে সাথে মন ভাল হয়ে যায়। এবার আসি খাবারের মান প্রসঙ্গে। ওয়েলকাম ড্রিঙ্কসটা দেখতেও সুন্দর খেতেও ভাল ছিল। স্যুপ ১:৩ বললেও ৪,৫ জনের হয়ে যাবে ভাল ভাবে। ন্যুডলসও ১:৩ ছিল,কিন্তু পরিমাণ ভালই ছিল। ওয়েটারদের বিহেভিয়ার বেশ ভাল ছিল। আমরা খেতে দেরী করছিলাম বলে নিজে থেকেই এসে বলে গিয়েছে যে খাওয়ার আগে যেন বলি,আবার গরম করে দিবে। একটা ওয়ালে ছোট ছোট বাচ্চাদের আঁকা ছবি বাঁধিয়ে রেখেছে। আমার ছোট ভাইকেও কাগজ আর রঙ পেন্সিল দিয়েছিল যা খুশি তাই আঁকার জন্য। চলে আসার সময় ওউনার নিজে এসে খোজ খবর নেয়ে গেছে। সব মিলিয়ে খুব ভাল সময় কাটবে সেখানে সবার আশা করি।Food item: Thick Thai soup 1:3 price-300 taka Taste- 8/10Pad Thai Noodles 1:3 price-400 taka Taste- 8.5/10Environment: 11/10Service: 10/10 Place: Da Rooftop (Mr.burger er thik opposite e, new Angan er building e)বি: দ্র: ছবি তোলার জন্য পারফেক্ট প্লেস দ্য রুফটপ।",1
খিলগাঁও তে গিয়েছিলাম কাচ্চি কিং এ কাচ্চি খেতে। উনাদের কাচ্চির রিভিউ দেখলাম মাংসে ভরা তাই দেখে আর দেরি না করে চলে গেলাম। যেমন ছবিতে দেখলাম তেমনি পেলাম এই জিনিস টা দেখে ভালো লাগলো। মাংস ছিলো ৫/৬ পিস। এক জনের জন্য এনাফপ্রাইস :- ১৭০ টাকালোকেশন :- খিলগাঁও টেস্ট্রি ট্রিটের উপরেটেস্ট :- আমার কাছে ভালোই লাগছে। — at Kachchi King Khilgaon Branch,1
"খিলগাঁও তে নল্লি বিরিয়ানিবন্ধু কে নিয়ে অনেক খুজা খুজির পর অবশেষে পেয়ে গেলাম  খিলগাও এর একমাত্র এবং মজাদার নল্লি নেহারির প্লেস  এবং মাস্ট ট্রাই করার ই প্লেস।এদের  মেন্যুতে যা যা ছিল:১৬০ টাকা থেকে শুরু করে ২৬০টাকা দামের ৫ ধরণের নল্লি নেহারি পাবেন এখানে।নল্লি নেহারি , রগ মগজ নেহারি, গোস্ত পায়া নেহারি, স্পেশাল রগ নেহারি এন্ড নল্লি হাউজ স্পেশাল তো থাকছেই।চারজনের বিরিয়ানি 1100/-থাকবে চার পিস নলি। ৮পিস গোস্ত। আর কি লাগে। Nalli House - নল্লি হাউজ — at Nalli House - নল্লি হাউজ-Khilgaon",1
"খিলগাঁও তে নাকি কাচ্চির দোকান এসেছে নতুন, তাই বাসার কাছে হবায় চলে গিয়েছিলাম কাচ্চি খেতে, কাচ্চি কিং দোকান।#অবস্হান :- খিলগাঁও তালতলা থেকে একটু সামনেই টেস্টি ট্রিটের উপর তলাতে।আমি নিয়েছিলাম উনাদের স্পেশাল কাচ্চি, যার দাম ছিলো ১৭০ টাকা। কাচ্চি তে পেয়েছিলাম ৬/৭ পিস মাংস এবং দুই পিস আলু।উনারা চিনি গুরার চাল দিয়ে গরুর কাচ্চি করেন তাই আমার কাছে একটু আনকমিন লেগেছে। কারণ সব জায়গায় খাই আমরা বাসমতী চালের কাচ্চি, আর এখানে পেলাম চিনি গুরার কাচ্চি। যা একটু খেতে ভালো লেগেছে।টেস্ট :- টেস্টের কথা বললে বলবো এক কথায় জস। ও আচ্ছা উনাদের এইখানে খাবার শেষে নিয়েছিলাম ডেজার্ট হিসেবে ফিন্নি যার দাম ছিলো ৪০ টাকা। যা আমার মতে খিলগাঁও তে বেস্ট ডেজার্ট। — at Kachchi King Khilgaon Branch",1
"খিলগাঁও তে পিজ্জা এন্ড পাস্তা লাভার দের জন্য গতানুগতিক কয়েকটা যায়গা ছাড়া আসলে যাবার যায়গা নেই বলতে গেলেই চলে আমার মনে হয়। এপিলিয়ানো ,টিউন এন্ড বাইট, শর্মা হাউজ, আলফ্রেস্কো এইতো। তবে এবার হয়ত নতুনত্ব চলে আসলো খিলগাঁ বাসী দের জন্য। পাস্তা লাভার যারা আছেন নির্দ্বিধায় চলে যেতে পারেন বাঙ্কারস এ। ওদের সার্ভিস অনেক স্লো, নতুন দেখে হয়তো এমন টা লেগেছে আমার কাছে তবে পাস্তা এক কথায় বেষ্ট ছিল।।Place: BunkersItem: oven baked pastaRating:10/10  Service: 5/10Price: 300",1
